Cycle,Cycle_squared,Cycle_sqrt,Current_A,Voltage_V,Temperature_C,Voltage_Current,Temp_Current
994,988036,31.52776554086889,1.358,3.679,38.35,4.996082,52.0793
997,994009,31.575306807693888,1.073,3.743,38.59,4.016239,41.407070000000004
1,1,1.0,0.653,3.535,19.16,2.308355,12.51148
2,4,1.4142135623730951,0.934,3.79,27.44,3.5398600000000005,25.628960000000003
5,25,2.23606797749979,1.007,3.713,26.16,3.7389909999999995,26.34312
5,25,2.23606797749979,1.058,3.742,28.32,3.959036,29.962560000000003
12,144,3.4641016151377544,0.862,3.67,28.6,3.16354,24.653200000000002
21,441,4.58257569495584,0.859,3.723,26.01,3.198057,22.34259
32,1024,5.656854249492381,0.975,3.714,24.23,3.62115,23.62425
33,1089,5.744562646538029,0.614,3.748,28.53,2.301272,17.51742
33,1089,5.744562646538029,1.106,3.758,29.69,4.156348,32.837140000000005
44,1936,6.6332495807108,1.389,3.595,28.03,4.993455,38.93367
47,2209,6.855654600401044,0.949,3.461,26.23,3.2844889999999998,24.89227
51,2601,7.14142842854285,1.073,3.852,24.3,4.133196,26.0739
54,2916,7.3484692283495345,1.059,3.677,21.76,3.8939429999999997,23.04384
66,4356,8.12403840463596,1.191,3.654,26.62,4.351914,31.704420000000002
68,4624,8.246211251235321,1.053,3.624,20.74,3.8160719999999997,21.839219999999997
84,7056,9.16515138991168,0.443,3.698,23.62,1.638214,10.46366
93,8649,9.643650760992955,0.881,3.674,19.85,3.236794,17.48785
105,11025,10.246950765959598,0.965,3.731,30.84,3.600415,29.7606
129,16641,11.357816691600547,0.667,3.619,22.64,2.413873,15.100880000000002
129,16641,11.357816691600547,0.931,3.816,21.9,3.552696,20.3889
130,16900,11.40175425099138,1.263,3.647,27.31,4.606160999999999,34.492529999999995
132,17424,11.489125293076057,0.997,3.658,26.39,3.647026,26.31083
152,23104,12.328828005937952,0.646,3.77,22.63,2.43542,14.61898
156,24336,12.489995996796797,0.97,3.929,24.48,3.81113,23.7456
160,25600,12.649110640673518,1.017,3.709,24.29,3.7720529999999997,24.70293
168,28224,12.96148139681572,0.959,3.741,27.66,3.587619,26.52594
180,32400,13.416407864998739,1.288,3.774,30.93,4.860912,39.83784
182,33124,13.490737563232042,1.166,3.642,21.19,4.246572,24.70754
184,33856,13.564659966250536,1.185,3.828,26.18,4.53618,31.023300000000003
185,34225,13.601470508735444,1.147,3.761,26.91,4.313867,30.86577
191,36481,13.820274961085254,1.077,3.941,31.67,4.244457,34.10859
203,41209,14.247806848775006,1.025,3.694,26.18,3.7863499999999997,26.8345
207,42849,14.38749456993816,0.634,3.667,26.72,2.324878,16.94048
210,44100,14.491376746189438,0.95,3.683,25.35,3.4988499999999996,24.0825
221,48841,14.866068747318506,1.088,3.654,33.18,3.975552,36.09984
239,57121,15.459624833740307,1.032,3.763,24.93,3.883416,25.72776
240,57600,15.491933384829668,0.898,3.654,28.47,3.281292,25.56606
242,58564,15.556349186104045,0.908,3.612,28.87,3.2796960000000004,26.21396
251,63001,15.84297951775486,0.829,3.756,30.27,3.1137239999999995,25.093829999999997
261,68121,16.15549442140351,1.122,3.72,27.02,4.17384,30.316440000000004
269,72361,16.401219466856727,1.05,3.857,33.84,4.04985,35.532000000000004
270,72900,16.431676725154983,1.225,3.732,31.85,4.571700000000001,39.01625000000001
276,76176,16.61324772583615,1.031,3.693,31.17,3.807483,32.136269999999996
277,76729,16.64331697709324,0.849,3.731,23.08,3.1676189999999997,19.59492
278,77284,16.673332000533065,1.168,3.822,25.87,4.464096,30.21616
281,78961,16.76305461424021,0.964,3.755,28.83,3.61982,27.792119999999997
282,79524,16.792855623746664,0.744,3.825,27.13,2.8458,20.18472
286,81796,16.911534525287763,1.136,3.791,31.58,4.306576,35.87488
286,81796,16.911534525287763,1.273,3.682,26.67,4.687186,33.95091
288,82944,16.97056274847714,0.999,3.76,26.8,3.7562399999999996,26.7732
292,85264,17.08800749063506,1.167,3.6,27.67,4.2012,32.290890000000005
293,85849,17.11724276862369,0.948,3.774,31.13,3.577752,29.511239999999997
293,85849,17.11724276862369,1.253,3.682,24.96,4.6135459999999995,31.27488
294,86436,17.146428199482248,1.155,3.776,29.57,4.36128,34.15335
303,91809,17.406895185529212,0.949,3.852,28.69,3.6555479999999996,27.22681
307,94249,17.52141546793523,0.807,3.762,28.61,3.035934,23.08827
315,99225,17.74823934929885,1.02,3.714,31.93,3.78828,32.5686
319,101761,17.86057109949175,0.9,3.631,29.1,3.2679,26.19
320,102400,17.88854381999832,0.535,3.706,31.43,1.9827100000000002,16.81505
323,104329,17.97220075561143,1.378,3.861,31.63,5.3204579999999995,43.58613999999999
330,108900,18.16590212458495,0.968,3.772,28.32,3.651296,27.41376
336,112896,18.33030277982336,0.998,3.669,30.36,3.661662,30.29928
346,119716,18.601075237738275,0.89,3.696,28.09,3.2894400000000004,25.0001
347,120409,18.627936010197157,1.159,3.735,22.79,4.328865,26.41361
352,123904,18.76166303929372,1.184,3.807,26.33,4.5074879999999995,31.174719999999997
356,126736,18.867962264113206,0.86,3.603,29.01,3.09858,24.948600000000003
357,127449,18.894443627691185,1.175,3.769,23.68,4.428575,27.824
357,127449,18.894443627691185,0.963,3.641,25.41,3.506283,24.469829999999998
357,127449,18.894443627691185,0.86,3.71,28.02,3.1906,24.0972
373,139129,19.313207915827967,0.911,3.843,26.45,3.500973,24.09595
387,149769,19.672315572906,1.123,3.752,32.88,4.213496,36.924240000000005
393,154449,19.82422760159901,0.973,3.694,33.91,3.594262,32.994429999999994
393,154449,19.82422760159901,1.033,3.823,29.66,3.9491589999999994,30.638779999999997
393,154449,19.82422760159901,0.898,3.791,29.39,3.404318,26.392220000000002
399,159201,19.974984355438178,1.139,3.705,33.13,4.219995,37.73507
400,160000,20.0,1.391,3.624,35.22,5.040984,48.99102
403,162409,20.074859899884732,1.411,3.652,24.67,5.152972,34.80937
405,164025,20.12461179749811,0.949,3.888,31.97,3.6897119999999997,30.339529999999996
406,164836,20.149441679609886,0.817,3.721,30.18,3.040057,24.657059999999998
406,164836,20.149441679609886,0.982,3.787,27.99,3.7188339999999998,27.486179999999997
406,164836,20.149441679609886,1.242,3.689,29.82,4.581738,37.03644
408,166464,20.199009876724155,0.797,3.72,23.74,2.96484,18.92078
409,167281,20.223748416156685,0.561,3.747,33.67,2.1020670000000004,18.888870000000004
409,167281,20.223748416156685,1.121,3.789,27.01,4.247469,30.27821
431,185761,20.760539492026695,0.793,3.548,28.8,2.813564,22.8384
446,198916,21.118712081942874,0.717,3.739,26.89,2.680863,19.28013
446,198916,21.118712081942874,1.108,3.629,31.29,4.020932,34.66932
452,204304,21.2602916254693,1.039,3.768,29.11,3.9149519999999995,30.245289999999997
452,204304,21.2602916254693,0.957,3.614,33.1,3.458598,31.6767
453,205209,21.283796653792763,0.694,3.621,28.2,2.512974,19.5708
463,214369,21.517434791350013,0.979,3.545,31.14,3.470555,30.48606
465,216225,21.563858652847824,1.079,3.756,31.85,4.0527239999999995,34.36615
469,219961,21.656407827707714,1.376,3.719,28.38,5.117343999999999,39.05087999999999
482,232324,21.95449840010015,0.977,3.768,32.23,3.681336,31.488709999999998
487,237169,22.06807649071391,0.995,3.727,26.12,3.7083649999999997,25.9894
500,250000,22.360679774997898,0.818,3.643,27.45,2.9799739999999995,22.454099999999997
504,254016,22.44994432064365,0.894,3.741,32.8,3.3444540000000003,29.323199999999996
505,255025,22.47220505424423,0.746,3.662,27.47,2.731852,20.49262
509,259081,22.561028345356956,1.075,3.605,28.86,3.875375,31.0245
516,266256,22.715633383201094,1.12,3.628,32.83,4.06336,36.769600000000004
520,270400,22.80350850198276,1.116,3.631,29.48,4.052196,32.899680000000004
532,283024,23.065125189341593,1.23,3.776,35.2,4.64448,43.296
542,293764,23.280893453645632,1.049,3.692,35.22,3.872908,36.94578
548,300304,23.40939982143925,1.149,3.781,29.93,4.344369,34.38957
556,309136,23.57965224510319,0.823,3.775,35.48,3.1068249999999997,29.200039999999994
565,319225,23.769728648009426,0.553,3.429,30.79,1.8962370000000002,17.026870000000002
569,323761,23.853720883753127,1.014,3.607,30.14,3.6574980000000004,30.561960000000003
576,331776,24.0,1.082,3.795,28.43,4.10619,30.76126
584,341056,24.166091947189145,0.906,3.713,34.31,3.3639780000000004,31.084860000000003
588,345744,24.24871130596428,1.029,3.712,28.21,3.819648,29.02809
588,345744,24.24871130596428,0.967,3.591,28.92,3.472497,27.96564
592,350464,24.331050121192877,1.028,3.737,25.79,3.8416360000000003,26.51212
593,351649,24.351591323771842,0.921,3.719,27.2,3.425199,25.0512
593,351649,24.351591323771842,0.803,3.747,32.85,3.008841,26.378550000000004
599,358801,24.474476501040833,0.956,3.792,28.92,3.6251519999999995,27.64752
601,361201,24.515301344262525,0.982,3.793,33.74,3.724726,33.13268
608,369664,24.657656011875904,1.249,3.638,29.12,4.543862,36.37088000000001
615,378225,24.79919353527449,1.23,3.68,30.2,4.5264,37.146
620,384400,24.899799195977465,1.043,3.704,29.25,3.863272,30.507749999999998
620,384400,24.899799195977465,1.15,3.609,29.95,4.1503499999999995,34.442499999999995
621,385641,24.919871588754223,1.115,3.786,33.06,4.22139,36.861900000000006
631,398161,25.11971337416094,1.467,3.56,39.28,5.22252,57.623760000000004
640,409600,25.298221281347036,0.955,3.67,30.07,3.50485,28.716849999999997
651,423801,25.514701644346147,1.133,3.675,29.48,4.163775,33.40084
657,431649,25.632011235952593,0.661,3.699,30.5,2.445039,20.160500000000003
664,440896,25.768197453450252,1.081,3.851,32.16,4.1629309999999995,34.764959999999995
665,442225,25.787593916455254,0.894,3.606,31.48,3.223764,28.14312
671,450241,25.903667693977237,1.13,3.777,26.05,4.268009999999999,29.4365
671,450241,25.903667693977237,0.665,3.747,28.0,2.491755,18.62
675,455625,25.98076211353316,1.179,3.747,31.28,4.417713,36.87912
677,458329,26.019223662515376,0.824,3.602,30.07,2.9680479999999996,24.77768
699,488601,26.43860813280457,1.172,3.661,31.01,4.290692,36.34372
705,497025,26.551836094703507,1.257,3.784,31.99,4.756487999999999,40.21142999999999
707,499849,26.589471600616662,1.189,3.734,28.3,4.439726,33.648700000000005
707,499849,26.589471600616662,1.063,3.791,26.66,4.029833,28.339579999999998
708,501264,26.60826939130014,0.898,3.691,29.6,3.314518,26.580800000000004
709,502681,26.627053911388696,1.14,3.655,30.19,4.1667,34.416599999999995
718,515524,26.795522013948524,1.002,3.691,35.37,3.698382,35.44074
723,522729,26.888659319497503,1.025,3.637,31.06,3.7279249999999995,31.836499999999997
735,540225,27.110883423451916,0.984,3.666,29.33,3.607344,28.860719999999997
744,553536,27.27636339397171,0.923,3.603,32.56,3.325569,30.052880000000002
752,565504,27.422618401604176,1.017,3.719,32.42,3.7822229999999997,32.97114
754,568516,27.459060435491963,0.912,3.804,31.99,3.469248,29.174879999999998
756,571536,27.49545416973504,1.118,3.88,36.61,4.33784,40.92998
757,573049,27.51363298439521,1.248,3.731,33.58,4.656288,41.90784
773,597529,27.80287754891569,0.939,3.638,34.17,3.416082,32.08563
787,619369,28.053520278211074,1.19,3.736,33.13,4.4458400000000005,39.4247
789,622521,28.089143810376278,0.802,3.566,31.84,2.859932,25.535680000000003
803,644809,28.337254630609507,1.227,3.749,32.01,4.600023,39.276270000000004
812,659344,28.495613697550013,1.326,3.682,31.57,4.882332,41.86182
814,662596,28.53068523537421,1.288,3.66,33.29,4.71408,42.87752
826,682276,28.74021572639983,1.224,3.753,27.89,4.593672,34.13736
829,687241,28.792360097775937,1.175,3.495,34.96,4.106625,41.078
838,702244,28.948229652260256,0.993,3.735,31.79,3.708855,31.56747
857,734449,29.274562336608895,0.814,3.788,33.72,3.0834319999999997,27.448079999999997
861,741321,29.34280150224242,1.131,3.743,32.09,4.233333,36.29379
861,741321,29.34280150224242,0.815,3.661,27.94,2.9837149999999997,22.7711
866,749956,29.427877939124322,0.569,3.82,35.03,2.17358,19.93207
870,756900,29.49576240750525,0.768,3.612,35.52,2.774016,27.279360000000004
879,772641,29.647934160747187,0.876,3.742,36.0,3.277992,31.536
884,781456,29.732137494637012,1.21,3.706,34.78,4.48426,42.083800000000004
891,793881,29.8496231131986,1.014,3.649,31.24,3.700086,31.67736
891,793881,29.8496231131986,0.939,3.809,32.54,3.576651,30.555059999999997
900,810000,30.0,0.722,3.708,34.58,2.6771760000000002,24.966759999999997
905,819025,30.083217912982647,0.972,3.596,33.74,3.495312,32.79528
906,820836,30.099833886584822,0.601,3.521,37.52,2.1161209999999997,22.54952
907,822649,30.116440692751194,1.027,3.787,37.08,3.8892489999999995,38.08116
917,840889,30.28200785945344,1.222,3.755,38.38,4.58861,46.90036
917,840889,30.28200785945344,0.923,3.616,34.63,3.337568,31.963490000000004
924,853776,30.397368307141328,1.078,3.744,32.2,4.0360320000000005,34.711600000000004
925,855625,30.4138126514911,0.954,3.682,37.02,3.512628,35.317080000000004
932,868624,30.528675044947494,1.008,3.693,40.13,3.722544,40.451040000000006
935,874225,30.577769702841312,1.201,3.639,35.25,4.370439,42.33525
947,896809,30.773365106858236,0.638,3.807,34.6,2.428866,22.0748
949,900601,30.805843601498726,1.015,3.82,37.22,3.8772999999999995,37.778299999999994
953,908209,30.870698080866262,1.084,3.712,26.98,4.023808000000001,29.24632
953,908209,30.870698080866262,0.831,3.752,37.48,3.1179119999999996,31.145879999999995
955,912025,30.903074280724887,1.124,3.714,30.54,4.174536000000001,34.32696
969,938961,31.12876483254676,1.094,3.707,35.87,4.055458,39.24178
973,946729,31.192947920964443,1.333,3.768,33.77,5.022743999999999,45.01541
980,960400,31.304951684997057,0.737,3.78,40.84,2.78586,30.09908
987,974169,31.416556144810016,1.07,3.571,34.35,3.8209700000000004,36.7545
4,16,2.0,0.651,3.606,23.19,2.347506,15.09669
4,16,2.0,0.856,3.609,28.25,3.089304,24.182
6,36,2.449489742783178,1.186,3.678,25.99,4.362108,30.824139999999996
16,256,4.0,1.027,3.791,24.13,3.8933569999999995,24.781509999999997
17,289,4.123105625617661,0.959,3.715,23.04,3.5626849999999997,22.09536
18,324,4.242640687119285,0.725,3.691,23.77,2.6759749999999998,17.233249999999998
21,441,4.58257569495584,1.071,3.632,26.48,3.889872,28.36008
22,484,4.69041575982343,0.837,3.668,27.8,3.070116,23.2686
36,1296,6.0,1.09,3.727,24.83,4.06243,27.0647
44,1936,6.6332495807108,0.806,3.681,29.87,2.966886,24.07522
62,3844,7.874007874011811,0.847,3.654,23.8,3.094938,20.1586
64,4096,8.0,1.25,3.698,26.25,4.6225,32.8125
65,4225,8.06225774829855,0.945,3.575,23.26,3.378375,21.9807
70,4900,8.366600265340756,1.044,3.634,25.0,3.793896,26.1
111,12321,10.535653752852738,0.977,3.651,25.95,3.567027,25.35315
111,12321,10.535653752852738,1.086,3.648,29.88,3.9617280000000004,32.44968
117,13689,10.816653826391969,1.378,3.681,32.02,5.072418,44.12356
129,16641,11.357816691600547,1.038,3.7,22.1,3.8406000000000002,22.9398
130,16900,11.40175425099138,1.25,3.722,22.55,4.6525,28.1875
141,19881,11.874342087037917,1.121,3.772,22.27,4.228412,24.964669999999998
141,19881,11.874342087037917,1.02,3.756,19.15,3.83112,19.532999999999998
143,20449,11.958260743101398,0.912,3.758,26.38,3.427296,24.05856
148,21904,12.165525060596439,1.18,3.732,21.61,4.40376,25.499799999999997
150,22500,12.24744871391589,0.8,3.722,27.53,2.9776000000000002,22.024
150,22500,12.24744871391589,0.695,3.621,24.2,2.5165949999999997,16.819
153,23409,12.36931687685298,0.851,3.628,23.75,3.087428,20.21125
154,23716,12.409673645990857,1.184,3.836,26.85,4.541823999999999,31.7904
156,24336,12.489995996796797,0.963,3.748,26.05,3.609324,25.08615
163,26569,12.767145334803704,0.97,3.684,30.03,3.57348,29.1291
174,30276,13.19090595827292,0.954,3.727,27.05,3.5555579999999996,25.805699999999998
180,32400,13.416407864998739,1.309,3.691,27.5,4.831518999999999,35.997499999999995
184,33856,13.564659966250536,0.968,3.666,23.74,3.548688,22.98032
193,37249,13.892443989449804,1.036,3.713,26.95,3.846668,27.9202
197,38809,14.035668847618199,1.015,3.724,25.39,3.7798599999999998,25.77085
199,39601,14.106735979665885,1.021,3.682,28.49,3.7593219999999996,29.088289999999997
199,39601,14.106735979665885,0.617,3.607,28.25,2.2255190000000002,17.43025
213,45369,14.594519519326424,0.913,3.765,23.21,3.4374450000000003,21.190730000000002
214,45796,14.628738838327793,1.03,3.65,34.36,3.7595,35.3908
216,46656,14.696938456699069,1.501,3.619,36.09,5.432119,54.17109
223,49729,14.933184523068078,0.649,3.655,25.24,2.372095,16.38076
225,50625,15.0,1.179,3.653,25.74,4.306887000000001,30.347459999999998
226,51076,15.033296378372908,1.476,3.744,30.15,5.526144,44.5014
245,60025,15.652475842498529,0.631,3.621,29.27,2.284851,18.46937
263,69169,16.217274740226856,1.101,3.757,26.99,4.136457,29.715989999999998
265,70225,16.278820596099706,1.104,3.717,29.5,4.103568,32.568000000000005
267,71289,16.34013463836819,1.27,3.809,31.24,4.83743,39.6748
276,76176,16.61324772583615,1.371,3.699,25.6,5.0713289999999995,35.0976
280,78400,16.73320053068151,0.822,3.565,29.98,2.93043,24.643559999999997
287,82369,16.941074346097416,1.095,3.756,26.84,4.112819999999999,29.389799999999997
300,90000,17.320508075688775,0.902,3.737,27.48,3.3707740000000004,24.78696
304,92416,17.435595774162696,1.277,3.684,27.7,4.704468,35.372899999999994
310,96100,17.60681686165901,0.92,3.73,21.17,3.4316,19.4764
314,98596,17.72004514666935,0.695,3.777,29.85,2.625015,20.74575
317,100489,17.804493814764857,0.92,3.674,28.83,3.38008,26.5236
327,106929,18.083141320025124,0.606,3.631,21.1,2.200386,12.7866
331,109561,18.193405398660254,1.245,3.679,31.84,4.580355,39.640800000000006
340,115600,18.439088914585774,0.994,3.646,23.41,3.6241239999999997,23.26954
342,116964,18.49324200890693,1.152,3.651,24.38,4.205951999999999,28.085759999999997
346,119716,18.601075237738275,1.184,3.639,27.34,4.3085759999999995,32.37056
351,123201,18.734993995195193,0.609,3.823,29.13,2.328207,17.74017
362,131044,19.026297590440446,1.134,3.545,24.52,4.020029999999999,27.805679999999995
368,135424,19.183326093250876,1.05,3.543,24.73,3.7201500000000003,25.9665
378,142884,19.44222209522358,0.875,3.798,30.16,3.32325,26.39
390,152100,19.748417658131498,0.796,3.698,28.02,2.9436080000000002,22.30392
391,152881,19.77371993328519,0.765,3.777,25.21,2.889405,19.28565
402,161604,20.049937655763422,1.226,3.699,35.98,4.534974,44.11147999999999
403,162409,20.074859899884732,1.079,3.633,32.23,3.920007,34.77616999999999
406,164836,20.149441679609886,0.654,3.757,29.51,2.457078,19.29954
415,172225,20.37154878746336,1.047,3.632,30.32,3.802704,31.74504
416,173056,20.396078054371138,1.027,3.729,28.5,3.8296829999999997,29.269499999999997
420,176400,20.493901531919196,0.892,3.627,30.32,3.235284,27.04544
432,186624,20.784609690826528,1.051,3.614,35.69,3.7983139999999995,37.510189999999994
445,198025,21.095023109728988,0.914,3.775,30.84,3.4503500000000003,28.18776
458,209764,21.400934559032695,1.139,3.552,30.49,4.045728,34.72811
467,218089,21.61018278497431,0.985,3.787,31.4,3.7301949999999997,30.929
480,230400,21.908902300206645,1.3,3.76,26.45,4.888,34.385
487,237169,22.06807649071391,1.235,3.653,33.7,4.511455000000001,41.61950000000001
488,238144,22.090722034374522,0.994,3.717,31.62,3.6946980000000003,31.43028
491,241081,22.15851980616034,0.816,3.743,27.21,3.0542879999999997,22.20336
501,251001,22.38302928559939,1.026,3.681,28.31,3.7767060000000003,29.04606
502,252004,22.40535650240808,0.992,3.696,30.71,3.6664320000000004,30.46432
506,256036,22.494443758403985,0.871,3.661,29.81,3.188731,25.964509999999997
514,264196,22.67156809750927,1.084,3.651,29.58,3.957684,32.06472
526,276676,22.93468988235943,0.792,3.724,27.89,2.9494080000000005,22.088880000000003
529,279841,23.0,0.858,3.66,31.95,3.14028,27.4131
541,292681,23.259406699226016,1.069,3.634,29.18,3.884746,31.19342
544,295936,23.323807579381203,1.248,3.605,27.12,4.49904,33.84576
544,295936,23.323807579381203,0.943,3.681,33.84,3.471183,31.91112
546,298116,23.366642891095847,0.864,3.733,35.17,3.225312,30.38688
547,299209,23.388031127053,0.937,3.775,31.05,3.537175,29.093850000000003
550,302500,23.45207879911715,0.824,3.54,30.93,2.91696,25.48632
552,304704,23.49468024894146,0.769,3.684,33.46,2.832996,25.73074
553,305809,23.515952032609693,1.178,3.664,29.12,4.316192,34.30336
556,309136,23.57965224510319,0.992,3.707,30.46,3.6773439999999997,30.21632
560,313600,23.664319132398465,0.971,3.7,31.27,3.5927000000000002,30.36317
574,329476,23.958297101421877,1.312,3.697,27.76,4.8504640000000006,36.42112
575,330625,23.979157616563597,0.798,3.696,25.19,2.9494080000000005,20.10162
593,351649,24.351591323771842,1.333,3.724,27.92,4.964092,37.21736
595,354025,24.392621835300936,0.928,3.815,25.46,3.54032,23.626880000000003
602,362404,24.535688292770594,0.867,3.615,27.35,3.134205,23.71245
605,366025,24.596747752497688,1.186,3.758,26.8,4.456988,31.7848
611,373321,24.71841418861655,0.776,3.792,30.05,2.942592,23.3188
612,374544,24.73863375370596,1.199,3.573,27.58,4.284027,33.06842
631,398161,25.11971337416094,0.962,3.76,31.42,3.6171199999999994,30.22604
631,398161,25.11971337416094,1.334,3.676,35.01,4.903784000000001,46.70334
644,414736,25.37715508089904,0.634,3.721,30.49,2.359114,19.330659999999998
651,423801,25.514701644346147,0.604,3.613,28.16,2.182252,17.00864
653,426409,25.553864678361276,0.617,3.768,33.84,2.324856,20.87928
654,427716,25.573423705088842,0.707,3.724,20.68,2.632868,14.620759999999999
656,430336,25.612496949731394,1.181,3.819,31.27,4.510239,36.92987
660,435600,25.69046515733026,1.041,3.756,36.62,3.9099959999999996,38.12141999999999
665,442225,25.787593916455254,1.05,3.773,25.76,3.96165,27.048000000000002
667,444889,25.826343140289914,0.928,3.551,32.75,3.2953280000000005,30.392000000000003
676,456976,26.0,1.23,3.718,32.2,4.5731399999999995,39.606
677,458329,26.019223662515376,1.048,3.704,33.29,3.8817920000000004,34.88792
679,461041,26.057628441590765,1.026,3.683,35.2,3.778758,36.1152
687,471969,26.210684844162312,0.805,3.664,32.27,2.94952,25.977350000000005
688,473344,26.229754097208,0.993,3.789,34.9,3.762477,34.655699999999996
693,480249,26.324893162176366,1.221,3.715,38.3,4.536015,46.7643
717,514089,26.77685567799177,0.948,3.422,31.37,3.244056,29.73876
720,518400,26.832815729997478,0.757,3.752,30.36,2.840264,22.98252
724,524176,26.90724809414742,0.846,3.658,33.18,3.094668,28.07028
724,524176,26.90724809414742,1.486,3.69,32.91,5.48334,48.904259999999994
725,525625,26.92582403567252,1.129,3.679,33.97,4.153591,38.352129999999995
725,525625,26.92582403567252,0.98,3.575,30.21,3.5035000000000003,29.6058
727,528529,26.962937525425527,0.928,3.492,33.66,3.2405760000000003,31.236479999999997
731,534361,27.03701166919155,0.896,3.891,34.88,3.486336,31.252480000000002
731,534361,27.03701166919155,1.115,3.635,29.3,4.053025,32.6695
734,538756,27.09243436828813,0.866,3.687,36.46,3.192942,31.574360000000002
735,540225,27.110883423451916,1.038,3.753,27.85,3.895614,28.908300000000004
735,540225,27.110883423451916,0.987,3.593,32.61,3.546291,32.18607
736,541696,27.129319932501073,0.592,3.715,28.82,2.19928,17.06144
737,543169,27.147743920996454,0.692,3.623,32.51,2.507116,22.496919999999996
740,547600,27.202941017470888,1.142,3.761,32.55,4.295062,37.17209999999999
752,565504,27.422618401604176,0.737,3.897,35.84,2.872089,26.414080000000002
755,570025,27.477263328068172,0.97,3.803,33.98,3.68891,32.9606
764,583696,27.640549922170507,1.1,3.611,27.89,3.9721000000000006,30.679000000000002
786,617796,28.035691537752374,0.983,3.663,33.07,3.600729,32.50781
787,619369,28.053520278211074,0.86,3.611,29.2,3.1054600000000003,25.112
792,627264,28.142494558940577,0.727,3.729,26.77,2.710983,19.46179
793,628849,28.160255680657446,1.051,3.747,33.24,3.9380969999999995,34.93524
794,630436,28.178005607210743,0.882,3.701,29.43,3.264282,25.95726
821,674041,28.653097563788805,0.744,3.65,33.29,2.7156,24.76776
821,674041,28.653097563788805,0.671,3.81,38.15,2.5565100000000003,25.59865
830,688900,28.809720581775867,1.166,3.725,40.16,4.34335,46.82655999999999
831,690561,28.827070610799147,0.978,3.722,31.39,3.640116,30.69942
832,692224,28.844410203711913,1.194,3.849,36.56,4.595706,43.65264
850,722500,29.154759474226502,0.879,3.736,32.16,3.2839440000000004,28.268639999999998
852,725904,29.189039038652847,0.708,3.675,31.26,2.6018999999999997,22.13208
858,736164,29.29163703175362,0.938,3.649,31.32,3.4227619999999996,29.378159999999998
858,736164,29.29163703175362,0.977,3.763,33.81,3.6764509999999997,33.03237
888,788544,29.79932885150268,0.894,3.675,31.45,3.28545,28.1163
888,788544,29.79932885150268,1.087,3.743,34.15,4.0686409999999995,37.12105
889,790321,29.816103031751148,1.214,3.582,35.19,4.348548,42.720659999999995
889,790321,29.816103031751148,1.107,3.58,36.78,3.96306,40.71546
902,813604,30.033314835362415,1.335,3.665,31.92,4.892775,42.6132
913,833569,30.215889859476256,0.914,3.68,35.92,3.3635200000000003,32.83088
913,833569,30.215889859476256,1.179,3.642,28.6,4.293918,33.7194
915,837225,30.24896692450835,1.003,3.62,27.84,3.6308599999999998,27.923519999999996
915,837225,30.24896692450835,1.205,3.649,32.03,4.397045,38.59615
918,842724,30.298514815086232,1.117,3.731,34.11,4.167527,38.10087
922,850084,30.364452901377952,1.225,3.768,34.75,4.6158,42.56875
928,861184,30.463092423455635,1.123,3.67,35.72,4.12141,40.11356
942,887364,30.692018506445613,0.853,3.728,39.03,3.179984,33.29259
950,902500,30.822070014844883,0.622,3.732,38.74,2.321304,24.09628
955,912025,30.903074280724887,0.881,3.832,34.49,3.375992,30.38569
970,940900,31.144823004794873,1.283,3.83,28.85,4.913889999999999,37.01455
971,942841,31.160872901765767,1.41,3.83,34.26,5.4003,48.306599999999996
974,948676,31.20897306865447,1.111,3.629,33.66,4.031819,37.39626
980,960400,31.304951684997057,1.005,3.77,34.77,3.7888499999999996,34.94385
981,962361,31.32091952673165,1.116,3.674,36.44,4.1001840000000005,40.66704
992,984064,31.496031496047245,0.81,3.737,30.82,3.0269700000000004,24.9642
1,1,1.0,1.248,3.611,27.48,4.506528,34.29504
18,324,4.242640687119285,1.037,3.688,25.19,3.824456,26.12203
27,729,5.196152422706632,1.214,3.786,21.12,4.596204,25.639680000000002
30,900,5.477225575051661,0.953,3.806,24.94,3.627118,23.76782
48,2304,6.928203230275509,0.906,3.644,26.62,3.301464,24.117720000000002
51,2601,7.14142842854285,1.164,3.805,28.61,4.4290199999999995,33.30204
58,3364,7.615773105863909,1.228,3.765,22.61,4.62342,27.765079999999998
75,5625,8.660254037844387,1.366,3.629,24.24,4.9572140000000005,33.11184
80,6400,8.94427190999916,1.097,3.702,24.71,4.061094,27.10687
89,7921,9.433981132056603,0.713,3.854,25.58,2.747902,18.238539999999997
89,7921,9.433981132056603,0.726,3.664,27.25,2.660064,19.7835
104,10816,10.198039027185569,1.213,3.602,26.68,4.369226,32.36284
106,11236,10.295630140987,0.901,3.866,25.54,3.483266,23.01154
111,12321,10.535653752852738,0.87,3.852,25.78,3.3512399999999998,22.4286
118,13924,10.862780491200215,1.136,3.581,27.86,4.068015999999999,31.648959999999995
120,14400,10.954451150103322,0.95,3.644,29.5,3.4617999999999998,28.025
120,14400,10.954451150103322,1.108,3.735,28.09,4.138380000000001,31.123720000000002
120,14400,10.954451150103322,0.85,3.799,22.57,3.2291499999999997,19.1845
126,15876,11.224972160321824,0.704,3.574,28.61,2.5160959999999997,20.14144
131,17161,11.445523142259598,1.244,3.605,28.81,4.48462,35.839639999999996
