Cell_ID,Cycle,Discharge_Capacity_mAh,Current_A,Voltage_V,Temperature_C
cell_045,310,1520.9571111837854,0.92,3.73,21.17
cell_045,314,1530.417469853932,0.695,3.777,29.85
cell_045,317,1546.4857855517748,0.92,3.674,28.83
cell_045,327,1544.0372403697945,0.606,3.631,21.1
cell_045,331,1511.2064375571779,1.245,3.679,31.84
cell_045,340,1524.0933069297153,0.994,3.646,23.41
cell_045,342,1471.7019306836442,1.152,3.651,24.38
cell_045,346,1461.6687934071813,1.184,3.639,27.34
cell_045,351,1487.7144225402262,0.609,3.823,29.13
cell_045,362,1398.5833702658006,1.134,3.545,24.52
cell_045,368,1407.2999877193824,1.05,3.543,24.73
cell_045,378,1420.513127559525,0.875,3.798,30.16
cell_045,390,1401.6949673850627,0.796,3.698,28.02
cell_045,391,1435.332847323168,0.765,3.777,25.21
cell_045,402,1371.2689524426644,1.226,3.699,35.98
cell_045,403,1424.629477604292,1.079,3.633,32.23
cell_045,406,1408.007640472857,0.654,3.757,29.51
cell_045,415,1400.085651570999,1.047,3.632,30.32
cell_045,416,1325.604289071215,1.027,3.729,28.5
cell_045,420,1342.6877844592464,0.892,3.627,30.32
cell_045,432,1292.264296772792,1.051,3.614,35.69
cell_045,445,1297.6962518508305,0.914,3.775,30.84
cell_045,458,1283.2855245342755,1.139,3.552,30.49
cell_045,467,1242.8219785036633,0.985,3.787,31.4
cell_045,480,1285.7165619987395,1.3,3.76,26.45
cell_045,487,1236.9039447064697,1.235,3.653,33.7
cell_045,488,1251.4305012792006,0.994,3.717,31.62
cell_045,491,1246.4968979228313,0.816,3.743,27.21
cell_045,501,1183.8192553372467,1.026,3.681,28.31
cell_045,502,1222.758159521144,0.992,3.696,30.71
cell_045,506,1157.59213551122,0.871,3.661,29.81
cell_045,514,1211.545307105875,1.084,3.651,29.58
cell_045,526,1111.709453891165,0.792,3.724,27.89
cell_045,529,1113.3061344323794,0.858,3.66,31.95
cell_045,541,1173.4135108929213,1.069,3.634,29.18
cell_045,544,1123.6159952393114,1.248,3.605,27.12
cell_045,544,1068.0799787974079,0.943,3.681,33.84
cell_045,546,1094.5873179435941,0.864,3.733,35.17
cell_045,547,1045.6806873732125,0.937,3.775,31.05
cell_045,550,1056.1199854518022,0.824,3.54,30.93
cell_045,552,1093.3095379457147,0.769,3.684,33.46
cell_045,553,1054.3843240768147,1.178,3.664,29.12
cell_045,556,1088.1259985343502,0.992,3.707,30.46
cell_045,560,1080.9705041278878,0.971,3.7,31.27
cell_045,574,1024.1534632241137,1.312,3.697,27.76
cell_045,575,1022.2336588048943,0.798,3.696,25.19
cell_045,593,1066.6559925835745,1.333,3.724,27.92
cell_045,595,982.2754182689564,0.928,3.815,25.46
cell_045,602,954.8677360871753,0.867,3.615,27.35
cell_045,605,1017.9520941462955,1.186,3.758,26.8
cell_045,611,1005.0330816289495,0.776,3.792,30.05
cell_045,612,973.518496243257,1.199,3.573,27.58
cell_045,631,951.563269988916,0.962,3.76,31.42
cell_045,631,944.667816869071,1.334,3.676,35.01
cell_045,644,907.6208628887042,0.634,3.721,30.49
cell_045,651,831.7446716026881,0.604,3.613,28.16
cell_045,653,946.5492736121605,0.617,3.768,33.84
cell_045,654,906.8425611472749,0.707,3.724,20.68
cell_045,656,907.7327141761516,1.181,3.819,31.27
cell_045,660,903.5043905145905,1.041,3.756,36.62
cell_045,665,874.1360742810208,1.05,3.773,25.76
cell_045,667,915.8911394433618,0.928,3.551,32.75
cell_045,676,848.8861540036023,1.23,3.718,32.2
cell_045,677,861.9560616027005,1.048,3.704,33.29
cell_045,679,857.8300851368704,1.026,3.683,35.2
cell_045,687,849.4605937837975,0.805,3.664,32.27
cell_045,688,937.0310280389444,0.993,3.789,34.9
cell_045,693,798.1803479056116,1.221,3.715,38.3
cell_045,717,789.2631910716705,0.948,3.422,31.37
cell_045,720,733.6507580267913,0.757,3.752,30.36
cell_045,724,720.1540622318558,0.846,3.658,33.18
cell_045,724,717.257601579346,1.486,3.69,32.91
cell_045,725,748.6252170384502,1.129,3.679,33.97
cell_045,725,743.6134014846162,0.98,3.575,30.21
cell_045,727,771.9115672135047,0.928,3.492,33.66
cell_045,731,782.657139596704,0.896,3.891,34.88
cell_045,731,754.8704208656573,1.115,3.635,29.3
cell_045,734,774.4429304675427,0.866,3.687,36.46
cell_045,735,787.3334258759895,1.038,3.753,27.85
cell_045,735,748.5107993538523,0.987,3.593,32.61
cell_045,736,758.2511412401597,0.592,3.715,28.82
cell_045,737,729.5344791316757,0.692,3.623,32.51
cell_045,740,734.6509791962739,1.142,3.761,32.55
cell_045,752,724.7883019060332,0.737,3.897,35.84
cell_045,755,710.7319789339522,0.97,3.803,33.98
cell_045,764,725.3391609292664,1.1,3.611,27.89
cell_045,786,676.6822397173023,0.983,3.663,33.07
cell_045,787,695.4244286829062,0.86,3.611,29.2
cell_045,792,608.2279953673134,0.727,3.729,26.77
cell_045,793,588.5540952384863,1.051,3.747,33.24
cell_045,794,634.7188724839334,0.882,3.701,29.43
cell_045,821,521.694102708341,0.744,3.65,33.29
cell_045,821,563.924227432601,0.671,3.81,38.15
cell_045,830,584.8593490252856,1.166,3.725,40.16
cell_045,831,596.7409713336025,0.978,3.722,31.39
cell_045,832,580.2595303784464,1.194,3.849,36.56
cell_045,850,567.8982421656114,0.879,3.736,32.16
cell_045,852,518.8706033736411,0.708,3.675,31.26
cell_045,858,459.0223996807903,0.938,3.649,31.32
cell_045,858,460.8473910106315,0.977,3.763,33.81
cell_045,888,444.1171815312043,0.894,3.675,31.45
cell_045,888,482.44147105641747,1.087,3.743,34.15
cell_045,889,444.6560857497779,1.214,3.582,35.19
cell_045,889,447.58844913066196,1.107,3.58,36.78
cell_045,902,372.8374294380722,1.335,3.665,31.92
cell_045,913,382.92673866556277,0.914,3.68,35.92
cell_045,913,405.06797639328056,1.179,3.642,28.6
cell_045,915,371.22126200937606,1.003,3.62,27.84
cell_045,915,361.77913301267074,1.205,3.649,32.03
cell_045,918,353.1444407824854,1.117,3.731,34.11
cell_045,922,368.1533548401119,1.225,3.768,34.75
cell_045,928,363.9183743608406,1.123,3.67,35.72
cell_045,942,363.8414905551849,0.853,3.728,39.03
cell_045,950,320.0616301178791,0.622,3.732,38.74
cell_045,955,309.1548263129578,0.881,3.832,34.49
cell_045,970,259.39834022089866,1.283,3.83,28.85
cell_045,971,298.71709270146926,1.41,3.83,34.26
cell_045,974,214.87779403145595,1.111,3.629,33.66
cell_045,980,325.01233586747225,1.005,3.77,34.77
cell_045,981,303.56299385405566,1.116,3.674,36.44
cell_045,992,259.84706085951126,0.81,3.737,30.82
cell_046,1,2166.31650144673,1.248,3.611,27.48
cell_046,18,2134.630728874015,1.037,3.688,25.19
cell_046,27,2016.2013009576385,1.214,3.786,21.12
cell_046,30,2158.6065933843734,0.953,3.806,24.94
cell_046,48,2076.028532039756,0.906,3.644,26.62
cell_046,51,2004.8843503845972,1.164,3.805,28.61
cell_046,58,2032.3499498507183,1.228,3.765,22.61
cell_046,75,1990.3031596154012,1.366,3.629,24.24
cell_046,80,1996.5742341358912,1.097,3.702,24.71
cell_046,89,1979.2369309443432,0.713,3.854,25.58
cell_046,89,2021.8649322699011,0.726,3.664,27.25
cell_046,104,1860.3183821972066,1.213,3.602,26.68
cell_046,106,1934.9403596178665,0.901,3.866,25.54
cell_046,111,1915.056398673524,0.87,3.852,25.78
cell_046,118,1946.2046484864231,1.136,3.581,27.86
cell_046,120,1930.1356680070062,0.95,3.644,29.5
cell_046,120,1858.6847398382747,1.108,3.735,28.09
cell_046,120,1917.943904662152,0.85,3.799,22.57
cell_046,126,1910.2913428534935,0.704,3.574,28.61
cell_046,131,1862.3357119903303,1.244,3.605,28.81
cell_046,143,1861.009415755113,0.975,3.756,25.4
cell_046,145,1823.5995564043121,0.986,3.61,23.62
cell_046,151,1846.5802930239702,0.859,3.662,27.28
cell_046,152,1892.2455657564565,0.989,3.726,29.25
cell_046,153,1851.4407471466086,1.031,3.77,26.68
cell_046,173,1814.034551063177,1.177,3.584,23.96
cell_046,181,1800.8237739184588,1.01,3.683,25.38
cell_046,192,1761.2470228152924,0.837,3.806,25.47
cell_046,196,1729.248056030878,0.929,3.601,29.82
cell_046,196,1736.2326394106974,0.968,3.799,23.27
cell_046,206,1758.5538612114467,1.088,3.748,24.33
cell_046,211,1725.957821024355,0.909,3.756,29.98
cell_046,212,1737.0010259986066,0.766,3.731,33.64
cell_046,212,1692.3384399772826,0.826,3.565,25.23
cell_046,216,1699.5107660103226,0.966,3.858,28.74
cell_046,217,1708.893099195049,1.1,3.591,27.84
cell_046,217,1700.0497868053073,0.908,3.684,31.33
cell_046,232,1652.1478234396595,0.926,3.598,22.69
cell_046,243,1673.382588576522,0.925,3.672,26.0
cell_046,252,1645.3015517459864,1.367,3.726,30.0
cell_046,257,1626.0090270619905,0.925,3.701,27.08
cell_046,262,1618.8015166526184,1.055,3.734,31.93
cell_046,274,1587.4498375636024,1.146,3.692,28.09
cell_046,285,1595.898961290535,0.547,3.864,31.6
cell_046,286,1526.6055848703609,1.309,3.642,26.01
cell_046,293,1555.0597054088846,0.73,3.854,32.59
cell_046,310,1520.9785540002235,1.194,3.869,31.09
cell_046,316,1483.614221916319,0.767,3.633,26.82
cell_046,321,1522.6799090645861,0.99,3.813,26.08
cell_046,328,1494.7397675718055,0.85,3.6,31.3
cell_046,328,1427.253139746946,0.978,3.615,31.39
cell_046,330,1456.7159037516935,1.138,3.79,27.7
cell_046,331,1506.2468858626808,0.984,3.909,34.1
cell_046,333,1494.4661459920646,0.781,3.678,24.7
cell_046,337,1416.637761394069,0.996,3.79,27.81
cell_046,337,1458.5672309433733,0.949,3.738,29.42
cell_046,340,1404.258979974362,1.089,3.668,30.73
cell_046,346,1490.600618364617,1.186,3.848,28.79
cell_046,354,1410.5085954163192,1.283,3.708,30.65
cell_046,356,1457.0042012748243,0.994,3.643,23.41
cell_046,373,1416.207213552823,1.101,3.69,29.75
cell_046,401,1320.6961883775498,1.18,3.663,25.44
cell_046,403,1339.943541355706,1.089,3.729,25.37
cell_046,403,1404.1405361385346,0.768,3.667,28.04
cell_046,416,1311.6610358767366,1.079,3.726,29.24
cell_046,420,1356.1069004276944,0.779,3.69,28.55
cell_046,420,1336.2053308650475,1.003,3.807,32.62
cell_046,423,1299.720411470073,0.963,3.834,30.62
cell_046,425,1281.3751689071566,0.817,3.46,28.04
cell_046,432,1325.2965346425976,0.942,3.6,30.73
cell_046,447,1243.7252372184175,1.136,3.736,34.04
cell_046,474,1198.097649088944,0.927,3.779,31.72
cell_046,479,1185.3041380627062,1.074,3.705,37.02
cell_046,480,1156.7977050991194,1.008,3.703,26.43
cell_046,485,1181.8792924818715,0.892,3.753,29.24
cell_046,486,1158.5954187056766,1.097,3.825,30.44
cell_046,487,1176.3393675615812,0.679,3.675,30.32
cell_046,491,1145.3595702863806,0.595,3.681,27.42
cell_046,510,1110.6718311361003,0.834,3.661,36.63
cell_046,512,1039.8848515120217,0.823,3.708,32.05
cell_046,516,1187.198309350788,1.131,3.819,32.32
cell_046,517,1058.4096825987401,1.138,3.667,30.69
cell_046,523,1081.0392400781775,0.905,3.814,29.19
cell_046,524,1112.957580199629,0.944,3.758,29.69
cell_046,525,1052.73687327718,0.773,3.683,22.33
cell_046,526,1132.4692835540739,0.907,3.667,33.72
cell_046,530,1089.705892256624,0.671,3.683,32.08
cell_046,544,1092.4112211291877,1.011,3.675,31.79
cell_046,544,1083.8014818403096,0.861,3.555,32.43
cell_046,548,1040.6467292947552,0.963,3.8,28.09
cell_046,549,1030.8463049056559,0.804,3.71,29.23
cell_046,552,1035.1910468310468,0.729,3.642,30.5
cell_046,557,1038.9863575238874,1.134,3.694,30.95
cell_046,557,1009.6121996819609,1.108,3.7,28.97
cell_046,560,1077.5404496088606,1.021,3.677,29.4
cell_046,574,1033.2409358703712,0.91,3.625,26.26
cell_046,575,987.2304512583526,0.905,3.644,32.99
cell_046,579,957.6526566613345,0.913,3.727,30.3
cell_046,582,958.1613375292843,0.948,3.676,32.47
cell_046,585,1004.3036632259935,0.959,3.805,30.64
cell_046,599,978.5919773821483,0.985,3.598,32.98
cell_046,614,927.6158721838865,1.011,3.68,34.94
cell_046,619,931.0489134028076,0.836,3.771,30.32
cell_046,637,873.357844282993,0.993,3.726,26.95
cell_046,644,805.1499319984702,1.195,3.641,28.72
cell_046,650,891.9984785236708,1.119,3.669,28.44
cell_046,652,905.3769283954429,1.025,3.78,31.65
cell_046,653,837.150139991707,1.364,3.749,30.43
cell_046,664,875.7361707932491,1.196,3.707,34.16
cell_046,674,815.1768353904085,0.767,3.65,34.83
cell_046,674,793.0735553300788,1.081,3.794,34.46
cell_046,681,785.7065951685788,1.257,3.675,30.94
cell_046,681,762.2364995210288,0.93,3.699,28.51
cell_046,687,762.8124893835395,0.851,3.661,34.56
cell_046,687,795.1650835841439,0.791,3.681,32.72
cell_046,696,717.7811674202252,1.13,3.77,31.72
cell_046,696,723.3942500129913,1.194,3.757,31.89
cell_046,701,729.9153060237326,1.274,3.663,33.99
cell_046,704,654.7658118713177,1.098,3.762,34.82
cell_046,710,666.2422211946603,0.678,3.794,34.14
cell_046,723,732.948858303426,0.977,3.616,34.24
cell_046,733,700.5217141983821,1.093,3.714,31.89
cell_046,735,660.5143344924775,0.741,3.76,34.6
cell_046,740,660.1769633782033,1.067,3.747,29.4
cell_046,745,601.035435114367,0.945,3.737,34.09
cell_046,759,670.7040830198935,1.255,3.682,29.84
cell_046,759,670.9880413751242,0.904,3.727,36.22
cell_046,762,567.3160470656417,1.4,3.729,28.94
cell_046,766,628.0040869833821,0.824,3.707,31.6
cell_046,766,593.0542227259219,1.317,3.635,37.18
cell_046,767,604.5787227166506,1.067,3.571,39.43
cell_046,769,596.4014860632161,0.999,3.653,32.07
cell_046,773,617.5963218466762,1.08,3.767,28.62
cell_046,775,590.970096341666,0.769,3.758,34.03
cell_046,784,562.8478215822539,0.885,3.7,35.25
cell_046,790,567.5579253266523,0.939,3.66,35.93
cell_046,801,559.505544516265,0.824,3.592,34.55
cell_046,806,522.2817629679977,1.002,3.896,37.82
cell_046,810,427.01238044737556,0.933,3.665,37.31
cell_046,817,477.9305989824793,1.147,3.65,30.46
cell_046,819,514.0870693333181,0.94,3.826,34.64
cell_046,830,511.43974553201235,0.769,3.761,33.54
cell_046,842,390.58750524970935,0.793,3.642,30.98
cell_046,843,459.3581425177151,0.978,3.665,34.84
cell_046,852,397.88534964315727,0.98,3.746,34.99
cell_046,860,404.5550254422134,0.989,3.666,33.87
cell_046,863,441.3518072583706,0.847,3.694,35.22
cell_046,872,411.29630426806693,0.909,3.726,33.8
cell_046,872,435.22686250510895,1.311,3.753,30.41
cell_046,881,368.558141142208,0.615,3.503,32.14
cell_046,884,323.9128731070084,1.05,3.727,30.87
cell_046,899,387.0555514511711,0.985,3.68,37.27
cell_046,904,322.18868955614795,1.087,3.762,35.32
cell_046,904,255.92643296827612,0.773,3.885,33.55
cell_046,929,287.87235028138485,0.809,3.626,32.72
cell_046,941,271.7207195963694,1.243,3.696,36.02
cell_046,964,218.13107684892253,1.015,3.702,36.93
cell_046,966,214.1611188503805,0.988,3.725,35.12
cell_046,968,204.23660184078778,0.925,3.719,31.92
cell_046,979,163.49866477706573,0.926,3.824,37.59
cell_046,983,102.69788887280055,1.36,3.77,32.44
cell_046,985,177.4772712640467,0.846,3.711,32.14
cell_046,991,115.6456656027783,1.337,3.744,35.34
cell_046,995,158.26466326593666,0.861,3.618,36.92
cell_046,1000,118.52361201428091,1.311,3.64,35.62
cell_047,1,2108.1116793819,1.16,3.609,25.81
cell_047,1,2175.795970099134,1.065,3.722,24.29
cell_047,3,2163.0060259555985,0.642,3.64,19.68
cell_047,5,2130.131277769598,0.795,3.722,17.03
cell_047,6,2204.5934792116973,1.184,3.724,19.55
cell_047,7,2214.281125920715,0.833,3.812,26.17
cell_047,9,2123.21303099431,1.211,3.719,28.14
cell_047,11,2158.8611003461056,0.878,3.774,21.83
cell_047,21,2160.839021448067,1.159,3.798,22.24
cell_047,40,2050.2502598375295,0.683,3.7,28.95
cell_047,42,2047.69535767433,1.16,3.624,21.56
cell_047,43,2042.8823345817707,0.812,3.694,28.26
cell_047,55,2071.024294952273,0.833,3.666,22.27
cell_047,57,2042.7174471697197,0.855,3.676,28.11
cell_047,58,2024.324802030941,0.843,3.796,24.17
cell_047,60,2055.1524452040676,1.188,3.725,28.17
cell_047,65,2050.958984152297,0.694,3.756,25.82
cell_047,68,2041.1997477193402,0.923,3.693,24.01
cell_047,76,2035.497514723924,1.319,3.673,25.52
cell_047,80,1998.427727968574,1.484,3.688,30.2
cell_047,96,2028.7228403401864,0.854,3.702,26.16
cell_047,100,1925.0702589241566,0.84,3.61,26.94
cell_047,102,1962.2182486946049,0.881,3.752,23.14
cell_047,107,1916.2124789623113,1.18,3.836,24.86
cell_047,109,1878.3090480766523,0.94,3.658,28.43
cell_047,111,1909.5482338006823,1.318,3.773,26.49
cell_047,114,1925.1614843529685,1.009,3.64,26.67
cell_047,119,1925.095972568561,1.205,3.628,28.99
cell_047,130,1874.0641541090863,1.118,3.727,25.6
cell_047,134,1878.4244613849944,1.137,3.728,29.08
cell_047,142,1878.186650587271,0.71,3.634,22.82
cell_047,142,1836.4320291717652,0.982,3.789,26.57
cell_047,159,1777.8283427930671,0.79,3.68,29.84
cell_047,162,1807.4123599282693,1.191,3.636,29.66
cell_047,165,1831.232132165712,0.898,3.553,28.6
cell_047,185,1790.5017270074002,1.093,3.729,26.95
cell_047,187,1739.4576731511916,0.662,3.845,26.46
cell_047,190,1735.7804994460869,0.75,3.677,31.6
cell_047,196,1806.9495750656222,1.098,3.72,25.26
cell_047,207,1654.5987658913978,0.633,3.844,27.12
cell_047,209,1700.2155857666403,0.905,3.691,28.73
cell_047,210,1715.9323530925135,0.785,3.637,29.66
cell_047,215,1683.8895564503878,0.94,3.927,25.74
cell_047,218,1756.5851578900529,0.819,3.78,26.11
cell_047,223,1692.3896214045037,0.983,3.807,26.24
cell_047,228,1727.3770972017169,1.334,3.82,29.57
cell_047,234,1643.5335698678814,1.357,3.801,29.61
cell_047,245,1680.125616980618,0.91,3.757,31.44
cell_047,251,1694.862663460673,0.959,3.872,31.03
cell_047,261,1567.163519317424,1.527,3.603,26.24
cell_047,271,1603.3803341039397,1.049,3.629,25.39
cell_047,280,1584.3566534345048,1.108,3.631,31.86
cell_047,280,1539.352833813011,1.173,3.783,32.84
cell_047,282,1577.1917905120772,0.911,3.628,29.63
cell_047,289,1591.1748658112392,0.534,3.787,31.06
cell_047,292,1561.9431285840972,1.176,3.648,30.03
cell_047,293,1553.900753595801,1.296,3.637,28.77
cell_047,293,1539.2394958095272,0.845,3.656,27.89
cell_047,299,1536.3244052752323,1.214,3.783,33.13
cell_047,302,1581.0035439033234,0.869,3.791,24.57
cell_047,303,1511.1171235442414,1.305,3.637,32.53
cell_047,310,1539.5765542283316,1.031,3.883,30.98
cell_047,318,1492.6510804760708,1.015,3.807,26.1
cell_047,323,1429.5509411956411,1.024,3.62,29.46
cell_047,326,1492.1017766313744,0.867,3.693,24.74
cell_047,329,1497.9101751978162,1.018,3.529,25.76
cell_047,331,1444.6490844006853,1.388,3.632,26.12
cell_047,332,1428.731332078586,0.629,3.814,29.67
cell_047,334,1422.0714735877418,1.343,3.704,27.61
cell_047,335,1468.7235896249724,1.195,3.67,31.9
cell_047,342,1427.6171734592956,0.937,3.592,30.6
cell_047,347,1420.4712568742373,1.137,3.78,24.03
cell_047,351,1446.8396208633283,0.7,3.776,27.97
cell_047,368,1343.053077772697,0.982,3.62,29.84
cell_047,376,1372.7982355751153,0.751,3.841,31.59
cell_047,392,1321.2953285749018,1.129,3.622,26.83
cell_047,392,1341.598497014293,1.08,3.71,23.04
cell_047,393,1337.7227760315852,0.923,3.82,28.8
cell_047,394,1304.0158613561673,0.951,3.696,24.92
cell_047,397,1281.5936661268843,0.958,3.679,27.52
cell_047,397,1302.9668546085277,1.525,3.653,32.92
cell_047,398,1307.532640087403,0.944,3.69,28.32
cell_047,401,1396.732484222979,1.286,3.773,24.37
cell_047,415,1282.3004903759631,1.187,3.756,29.52
cell_047,428,1253.885946821137,1.348,3.73,27.8
cell_047,435,1239.1523156363533,1.179,3.649,24.96
cell_047,436,1208.6605066205004,0.792,3.671,32.07
cell_047,442,1202.452161774606,1.333,3.659,31.17
cell_047,454,1187.3369582016528,0.848,3.639,28.36
cell_047,460,1166.904178856613,1.248,3.75,28.32
cell_047,465,1188.712640545064,1.004,3.754,31.43
cell_047,471,1133.2696731081198,1.088,3.714,26.34
cell_047,479,1072.6786383562273,1.175,3.833,33.56
cell_047,494,1077.773406444674,1.236,3.712,27.63
cell_047,505,1115.4643843556537,0.838,3.662,34.22
cell_047,520,1028.6297991200656,0.947,3.86,29.18
cell_047,525,1012.4077617689659,0.782,3.663,28.18
cell_047,525,1066.720923653185,1.544,3.841,31.94
cell_047,539,1059.2894144175564,0.522,3.673,31.17
cell_047,541,1040.3200144050948,1.155,3.702,27.72
cell_047,549,1026.8606436071145,1.022,3.692,28.69
cell_047,551,930.1197357073723,0.97,3.808,27.07
cell_047,555,964.4412747794221,0.972,3.816,29.49
cell_047,570,975.0762990008604,1.368,3.72,30.01
cell_047,572,922.8496885920694,0.955,3.644,22.85
cell_047,575,944.3843688700225,0.98,3.804,31.97
cell_047,576,940.5609312202567,0.718,3.51,35.17
cell_047,580,932.6942216912831,1.057,3.602,29.13
cell_047,610,857.9925020922701,1.142,3.765,31.93
cell_047,611,890.8914137650911,0.695,3.648,31.12
cell_047,612,829.0595464126635,1.407,3.746,31.07
cell_047,614,927.106939674823,1.157,3.698,30.35
cell_047,618,864.0205288560242,1.068,3.699,28.86
cell_047,620,842.1511378644481,0.846,3.708,25.0
cell_047,624,819.0237440133671,1.397,3.695,29.71
cell_047,624,827.5545344603798,0.728,3.731,31.79
cell_047,624,834.4970785521156,0.793,3.693,34.7
cell_047,633,760.8236233186656,0.832,3.715,32.32
cell_047,636,801.6897059567373,0.699,3.614,36.06
cell_047,639,799.5932443266889,1.011,3.715,36.18
cell_047,654,800.3369171349813,0.69,3.7,35.29
cell_047,664,701.4983558486585,0.912,3.682,30.75
cell_047,665,733.0167823400561,1.079,3.693,28.16
cell_047,666,769.7191795692863,0.771,3.687,28.8
cell_047,668,724.7062296486619,0.952,3.728,32.53
cell_047,673,724.4427954463516,0.734,3.635,37.44
cell_047,691,660.4375169324011,0.863,3.619,31.97
cell_047,692,690.8439062809396,0.737,3.776,29.14
cell_047,708,643.8482793413898,0.929,3.696,34.08
cell_047,711,654.5574517184218,0.959,3.711,37.5
cell_047,713,611.0192260950028,0.769,3.67,30.66
cell_047,729,625.3015621857821,1.11,3.568,32.21
cell_047,735,590.8763885374314,1.057,3.786,32.38
cell_047,753,531.7776154170836,1.109,3.623,31.96
cell_047,771,488.64623108704996,1.111,3.697,27.93
cell_047,777,514.9950500401065,1.178,3.664,35.07
cell_047,789,433.7613280172929,0.92,3.665,39.92
cell_047,789,395.8906323555665,0.639,3.789,32.11
cell_047,794,443.2703372055266,0.898,3.802,30.56
cell_047,806,419.8628643121778,0.962,3.66,37.39
cell_047,816,457.79560509953234,1.008,3.767,31.72
cell_047,822,391.5750099852528,1.217,3.676,33.55
cell_047,826,416.59453774569783,1.281,3.728,34.48
cell_047,841,351.36358997995444,1.281,3.631,38.9
cell_047,841,362.7145858449837,0.83,3.73,31.7
cell_047,843,355.0452225764102,1.246,3.711,39.83
cell_047,844,355.97650225947956,0.669,3.663,35.27
cell_047,856,334.1782643021016,1.019,3.645,31.42
cell_047,867,345.3141627376634,1.166,3.701,35.0
cell_047,883,256.1231284325113,0.914,3.628,33.7
cell_047,884,209.6596910716849,0.948,3.711,39.05
cell_047,886,271.4189548809348,0.874,3.66,32.95
cell_047,900,263.8228694016277,1.55,3.659,33.03
cell_047,903,200.88214692594948,1.115,3.676,36.37
cell_047,905,226.812542479894,1.038,3.814,31.85
cell_047,915,188.68423568178542,1.242,3.637,34.88
cell_047,919,209.8694951952312,1.274,3.623,36.25
cell_047,921,187.168795201736,1.323,3.766,33.47
cell_047,947,105.7324454011552,1.015,3.717,30.2
cell_047,950,100.0,1.026,3.656,35.65
cell_047,951,132.95686287143678,0.709,3.688,32.03
cell_047,956,100.0,0.929,3.493,33.54
cell_047,962,114.57315591500702,0.955,3.657,30.84
cell_047,964,101.70785134738409,0.873,3.608,38.17
cell_047,967,100.0,0.735,3.647,29.68
cell_047,968,110.77203676192671,1.024,3.681,33.25
cell_047,969,104.9339079396451,1.06,3.689,31.54
cell_047,989,100.0,0.61,3.641,33.27
cell_047,994,100.0,0.926,3.769,33.62
cell_047,1000,100.0,0.875,3.642,33.75
cell_048,22,2126.3789948870126,0.662,3.56,22.39
cell_048,24,2157.1604070668736,0.86,3.617,27.24
cell_048,27,2129.186524803134,1.122,3.619,24.54
cell_048,30,2055.7211066411696,1.078,3.801,27.64
cell_048,42,2043.4282739443006,0.778,3.672,25.37
cell_048,47,2055.961467770283,0.808,3.67,28.74
cell_048,51,2075.1378152370553,0.825,3.737,21.48
cell_048,55,2060.022858921028,1.137,3.849,27.29
cell_048,56,2009.3368392394887,0.935,3.815,32.25
cell_048,59,2010.8212163675853,1.011,3.574,23.37
cell_048,60,2046.7645411100978,0.923,3.715,25.92
cell_048,62,2053.2323278968083,1.044,3.811,22.71
cell_048,65,2051.888914914833,1.158,3.65,23.53
cell_048,68,2011.1161122495685,1.252,3.671,26.72
cell_048,83,1954.4001813619973,0.905,3.774,20.53
cell_048,83,2042.4061049457841,0.754,3.63,23.47
cell_048,84,1975.7137067427118,0.921,3.647,28.1
cell_048,90,1905.196400617568,1.408,3.712,27.09
cell_048,95,1903.4258023118198,1.327,3.624,27.11
cell_048,99,1927.9507502520569,0.702,3.626,23.74
cell_048,100,1941.8992481314533,0.828,3.766,26.52
cell_048,101,1911.4991283633597,1.043,3.639,24.43
cell_048,102,1896.1528493780713,1.027,3.727,27.11
cell_048,105,1951.8218970446449,1.164,3.617,30.94
cell_048,114,1918.8398483440858,1.15,3.618,31.89
cell_048,121,1879.7694964111463,1.287,3.776,21.13
cell_048,126,1878.8392247294444,1.053,3.706,23.79
cell_048,146,1860.8170344405298,1.247,3.63,26.11
cell_048,156,1846.4055859586622,1.101,3.83,25.63
cell_048,167,1783.5024204257252,0.866,3.644,28.28
cell_048,170,1811.9058683649805,1.34,3.668,25.22
cell_048,172,1828.2100684606692,1.313,3.648,21.89
cell_048,183,1758.3498101091386,0.811,3.712,27.06
cell_048,191,1733.8320472662226,0.903,3.724,28.7
cell_048,203,1691.3411368489662,1.115,3.819,29.2
cell_048,204,1740.9219847488841,1.319,3.522,31.68
cell_048,208,1725.6456692119566,1.243,3.718,29.62
cell_048,210,1682.4701879712845,1.189,3.733,29.11
cell_048,211,1691.0088406997224,1.192,3.811,22.59
cell_048,224,1686.1230596124535,1.072,3.612,28.77
cell_048,228,1657.8672309933197,0.736,3.728,29.43
cell_048,228,1679.9733008654277,0.857,3.749,34.18
cell_048,232,1643.340366807938,1.121,3.603,32.21
cell_048,237,1676.7661482635199,1.305,3.664,29.3
cell_048,239,1645.619055975925,0.817,3.673,25.02
cell_048,242,1578.229828835223,0.79,3.746,26.39
cell_048,245,1657.7758437119187,0.994,3.723,28.44
cell_048,272,1611.6226739322942,0.761,3.673,29.31
cell_048,274,1537.4321203603909,0.938,3.757,26.24
cell_048,297,1521.8114186574599,0.931,3.706,25.57
cell_048,300,1486.7249105662856,1.088,3.706,31.16
cell_048,305,1481.9823648828944,1.241,3.623,32.0
cell_048,316,1454.4876460430653,1.005,3.751,24.41
